year,state_abbr,type,population,incidents,unemp
1999,SD,rape,733133,336,0.027
1999,TN,rape,5483535,2415,0.04
1999,TX,rape,20044141,7614,0.047
1999,UT,rape,2129836,806,0.035
1999,VA,rape,6872912,1720,0.028
1999,VT,rape,593740,136,0.03
1999,WA,rape,5756361,2711,0.049
1999,WI,rape,5250446,1055,0.031
1999,WV,rape,1806928,337,0.065
1999,WY,rape,479602,137,0.046
2000,AK,rape,626932,497,0.064
2000,AL,rape,4447100,1482,0.046
2000,AR,rape,2673400,848,0.043
2000,AZ,rape,5130632,1577,0.04
2000,CA,rape,33871648,9785,0.049
2000,CO,rape,4301261,1774,0.028
2000,CT,rape,3405565,678,0.024
2000,DC,rape,572059,251,0.056
2000,DE,rape,783600,424,0.037
2000,FL,rape,15982378,7057,0.037
2000,GA,rape,8186453,1968,0.036
2000,HI,rape,1211537,346,0.043
2000,IA,rape,2926324,676,0.026
2000,ID,rape,1293953,384,0.047
2000,IL,rape,12419293,3926,0.043
2000,IN,rape,6080485,1759,0.031
2000,KS,rape,2688418,1022,0.036
2000,KY,rape,4041769,1091,0.042
2000,LA,rape,4468976,1497,0.053
2000,MA,rape,6349097,1696,0.027
2000,MD,rape,5296486,1543,0.036
2000,ME,rape,1274923,320,0.034
2000,MI,rape,9938444,5025,0.036
2000,MN,rape,4919479,2240,0.032
2000,MO,rape,5595211,1351,0.036
2000,MS,rape,2844658,1019,0.054
2000,MT,rape,902195,308,0.05
2000,NC,rape,8049313,2181,0.037
2000,ND,rape,642200,169,0.03
2000,NE,rape,1711263,436,0.028
2000,NH,rape,1235786,522,0.027
2000,NJ,rape,8414350,1357,0.037
2000,NM,rape,1819046,922,0.049
2000,NV,rape,1998257,860,0.042
2000,NY,rape,18976457,3530,0.046
2000,OH,rape,11353140,4271,0.04
2000,OK,rape,3450654,1422,0.03
2000,OR,rape,3421399,1286,0.051
2000,PA,rape,12281054,3247,0.041
2000,RI,rape,1048319,412,0.041
2000,SC,rape,4012012,1660,0.038
2000,SD,rape,754844,305,0.025
2000,TN,rape,5689283,2186,0.039
2000,TX,rape,20851820,7856,0.043
2000,UT,rape,2233169,863,0.033
2000,VA,rape,7078515,1616,0.023
2000,VT,rape,608827,140,0.028
2000,WA,rape,5894121,2737,0.052
2000,WI,rape,5363675,1165,0.035
2000,WV,rape,1808344,331,0.055
2000,WY,rape,493782,160,0.039
2001,AK,rape,633630,501,0.064
2001,AL,rape,4468912,1369,0.051
2001,AR,rape,2694698,892,0.05
2001,AZ,rape,5306966,1518,0.048
2001,CA,rape,34600463,9960,0.054
2001,CO,rape,4430989,1930,0.038
2001,CT,rape,3434602,639,0.031
2001,DC,rape,573822,181,0.063
2001,DE,rape,796599,420,0.035
2001,FL,rape,16373330,6641,0.046
2001,GA,rape,8405677,2180,0.041
2001,HI,rape,1227024,409,0.045
2001,IA,rape,2931967,649,0.033
2001,ID,rape,1320585,425,0.051
2001,IL,rape,12520227,4010,0.053
2001,IN,rape,6126743,1716,0.043
2001,KS,rape,2702125,945,0.042
2001,KY,rape,4068816,1051,0.052
2001,LA,rape,4470368,1403,0.057
2001,MA,rape,6401164,1856,0.037
2001,MD,rape,5386079,1449,0.04
2001,ME,rape,1284470,326,0.038
2001,MI,rape,10006266,5264,0.052
2001,MN,rape,4984535,2236,0.038
2001,MO,rape,5637309,1383,0.046
2001,MS,rape,2859733,1147,0.055
2001,MT,rape,905382,188,0.046
2001,NC,rape,8206105,2083,0.055
2001,ND,rape,636550,164,0.029
2001,NE,rape,1720039,431,0.031
2001,NH,rape,1259359,458,0.034
2001,NJ,rape,8511116,1278,0.043
2001,NM,rape,1830935,850,0.049
2001,NV,rape,2097722,883,0.052
2001,NY,rape,19084350,3546,0.048
2001,OH,rape,11389785,4466,0.043
2001,OK,rape,3469577,1486,0.037
2001,OR,rape,3473441,1174,0.064
2001,PA,rape,12303104,3467,0.048
2001,RI,rape,1059659,416,0.046
2001,SC,rape,4062125,1769,0.052
2001,SD,rape,758324,351,0.031
2001,TN,rape,5749398,2196,0.046
2001,TX,rape,21370983,8169,0.049
2001,UT,rape,2278712,896,0.044
2001,VA,rape,7196750,1770,0.032
2001,VT,rape,612978,107,0.033
2001,WA,rape,5993390,2600,0.063
2001,WI,rape,5405947,1142,0.045
2001,WV,rape,1800975,320,0.05
2001,WY,rape,493754,153,0.038
2002,AK,rape,641482,511,0.073
2002,AL,rape,4478896,1664,0.059
2002,AR,rape,2706268,754,0.055
2002,AZ,rape,5441125,1608,0.061
2002,CA,rape,35001986,10198,0.067
2002,CO,rape,4501051,2066,0.055
2002,CT,rape,3458587,740,0.043
2002,DC,rape,569157,262,0.064
2002,DE,rape,805945,358,0.04
2002,FL,rape,16691701,6753,0.056
2002,GA,rape,8544005,2108,0.05
2002,HI,rape,1240663,372,0.042
2002,IA,rape,2935840,797,0.04
2002,ID,rape,1343124,497,0.056
2002,IL,rape,12586447,4370,0.065
2002,IN,rape,6156913,1843,0.052
2002,KS,rape,2711769,1035,0.05
2002,KY,rape,4089822,1087,0.057
2002,LA,rape,4476192,1529,0.062
2002,MA,rape,6421800,1777,0.053
2002,MD,rape,5450525,1370,0.044
2002,ME,rape,1294894,377,0.044
2002,MI,rape,10043221,5364,0.063
2002,MN,rape,5024791,2273,0.045
2002,MO,rape,5669544,1465,0.054
2002,MS,rape,2866733,1127,0.066
2002,MT,rape,910372,237,0.044
2002,NC,rape,8305820,2196,0.067
2002,ND,rape,633911,163,0.037
2002,NE,rape,1727564,464,0.037
2002,NH,rape,1274405,446,0.045
2002,NJ,rape,8575252,1365,0.058
2002,NM,rape,1852044,1027,0.055
2002,NV,rape,2167455,928,0.056
2002,NY,rape,19134293,3885,0.062
2002,OH,rape,11408699,4809,0.057
2002,OK,rape,3489700,1573,0.046
2002,OR,rape,3520355,1238,0.075
2002,PA,rape,12328827,3731,0.056
2002,RI,rape,1068326,395,0.05
2002,SC,rape,4103770,1959,0.058
2002,SD,rape,760437,361,0.032
2002,TN,rape,5789796,2290,0.052
2002,TX,rape,21736925,8508,0.063
2002,UT,rape,2318789,943,0.058
2002,VA,rape,7287829,1839,0.042
2002,VT,rape,616408,126,0.04
2002,WA,rape,6067060,2734,0.074
2002,WI,rape,5439692,1237,0.054
2002,WV,rape,1804884,328,0.059
2002,WY,rape,498830,148,0.04
2003,AK,rape,648280,605,0.078
2003,AL,rape,4503726,1656,0.06
2003,AR,rape,2727774,911,0.059
2003,AZ,rape,5579222,1856,0.057
2003,CA,rape,35462712,9994,0.068
2003,CO,rape,4547633,1913,0.06
2003,CT,rape,3486960,698,0.054
2003,DC,rape,557620,274,0.068
2003,DE,rape,818166,370,0.043
2003,FL,rape,16999181,6727,0.052
2003,GA,rape,8676460,2234,0.048
2003,HI,rape,1248755,367,0.041
2003,IA,rape,2941976,796,0.045
2003,ID,rape,1367034,535,0.056
2003,IL,rape,12649087,4189,0.068
2003,IN,rape,6199571,1720,0.053
2003,KS,rape,2724786,1085,0.055
2003,KY,rape,4118189,1124,0.061
2003,LA,rape,4493665,1601,0.064
2003,MA,rape,6420357,1848,0.057
2003,MD,rape,5512310,1358,0.044
2003,ME,rape,1309205,354,0.05
2003,MI,rape,10082364,5470,0.072
2003,MN,rape,5064172,2092,0.049
2003,MO,rape,5719204,1400,0.056
2003,MS,rape,2882594,1079,0.063
2003,MT,rape,918157,246,0.047
2003,NC,rape,8421190,2139,0.064
2003,ND,rape,633400,160,0.037
2003,NE,rape,1737475,504,0.039
2003,NH,rape,1288705,438,0.043
2003,NJ,rape,8642412,1288,0.058
2003,NM,rape,1878562,940,0.059
2003,NV,rape,2242207,871,0.051
2003,NY,rape,19212425,3775,0.064
2003,OH,rape,11437680,4660,0.062
2003,OK,rape,3506469,1501,0.055
2003,OR,rape,3564330,1218,0.081
2003,PA,rape,12370761,3556,0.057
2003,RI,rape,1076084,505,0.053
2003,SC,rape,4148744,1952,0.069
2003,SD,rape,764905,356,0.035
2003,TN,rape,5845208,2129,0.056
2003,TX,rape,22103374,8025,0.067
2003,UT,rape,2352119,919,0.056
2003,VA,rape,7365284,1807,0.041
2003,VT,rape,619343,126,0.043
2003,WA,rape,6131298,2863,0.074
2003,WI,rape,5474290,1202,0.057
2003,WV,rape,1811440,311,0.061
2003,WY,rape,502111,136,0.043
2004,AK,rape,657755,558,0.075
2004,AL,rape,4525375,1742,0.057
2004,AR,rape,2750000,1183,0.057
2004,AZ,rape,5739879,1896,0.05
2004,CA,rape,35842038,9615,0.062
2004,CO,rape,4601821,1945,0.055
2004,CT,rape,3498966,755,0.05
2004,DC,rape,554239,222,0.078
2004,DE,rape,830069,357,0.04
2004,FL,rape,17385430,6612,0.046
2004,GA,rape,8918129,2387,0.048
2004,HI,rape,1262124,333,0.034
2004,IA,rape,2952904,782,0.045
2004,ID,rape,1395140,594,0.049
2004,IL,rape,12712016,4220,0.062
2004,IN,rape,6226537,1803,0.054
2004,KS,rape,2733697,1142,0.055
2004,KY,rape,4141835,1238,0.054
2004,LA,rape,4506685,1616,0.059
2004,MA,rape,6407382,1794,0.052
2004,MD,rape,5561332,1317,0.043
2004,ME,rape,1314985,315,0.047
2004,MI,rape,10104206,5482,0.071
2004,MN,rape,5096546,2123,0.047
2004,MO,rape,5759532,1479,0.059
2004,MS,rape,2900768,1161,0.062
2004,MT,rape,926920,273,0.048
2004,NC,rape,8540468,2339,0.055
2004,ND,rape,636308,177,0.034
2004,NE,rape,1747704,620,0.039
2004,NH,rape,1299169,466,0.038
2004,NJ,rape,8685166,1331,0.048
2004,NM,rape,1903006,1039,0.055
2004,NV,rape,2332898,954,0.043
2004,NY,rape,19280727,3608,0.058
2004,OH,rape,11450143,4744,0.063
2004,OK,rape,3523546,1557,0.049
2004,OR,rape,3591363,1283,0.073
2004,PA,rape,12394471,3535,0.054
2004,RI,rape,1079916,320,0.052
2004,SC,rape,4197892,1772,0.068
2004,SD,rape,770621,336,0.037
2004,TN,rape,5893298,2282,0.053
2004,TX,rape,22471549,8388,0.059
2004,UT,rape,2420708,967,0.05
2004,VA,rape,7481332,1816,0.038
2004,VT,rape,621233,160,0.037
2004,WA,rape,6207046,2857,0.063
2004,WI,rape,5503533,1136,0.05
2004,WV,rape,1812548,346,0.053
2004,WY,rape,505887,112,0.038
2005,AK,rape,663253,538,0.069
2005,AL,rape,4548327,1564,0.045
2005,AR,rape,2775708,1202,0.053
2005,AZ,rape,5953007,2006,0.047
2005,CA,rape,36154147,9392,0.054
2005,CO,rape,4663295,2026,0.05
2005,CT,rape,3500701,712,0.049
2005,DC,rape,582049,166,0.064
2005,DE,rape,841741,377,0.041
2005,FL,rape,17768191,6592,0.037
2005,GA,rape,9132553,2143,0.054
2005,HI,rape,1273278,343,0.029
2005,IA,rape,2965524,847,0.043
2005,ID,rape,1429367,577,0.04
2005,IL,rape,12765427,4313,0.057
2005,IN,rape,6266019,1856,0.055
2005,KS,rape,2748172,1098,0.05
2005,KY,rape,4172608,1421,0.059
2005,LA,rape,4507331,1421,0.071
2005,MA,rape,6433367,1751,0.049
2005,MD,rape,5589599,1266,0.041
2005,ME,rape,1318220,326,0.049
2005,MI,rape,10100833,5199,0.068
2005,MN,rape,5126739,2258,0.041
2005,MO,rape,5797703,1625,0.054
2005,MS,rape,2908496,1147,0.075
2005,MT,rape,934737,301,0.044
2005,NC,rape,8672459,2302,0.052
2005,ND,rape,634605,180,0.034
2005,NE,rape,1758163,581,0.038
2005,NH,rape,1306819,406,0.036
2005,NJ,rape,8703150,1208,0.045
2005,NM,rape,1925985,1041,0.051
2005,NV,rape,2412301,1016,0.041
2005,NY,rape,19315721,3636,0.05
2005,OH,rape,11470685,4671,0.059
2005,OK,rape,3543442,1481,0.045
2005,OR,rape,3638871,1266,0.062
2005,PA,rape,12405348,3586,0.05
2005,RI,rape,1073579,323,0.051
2005,SC,rape,4246933,1862,0.067
2005,SD,rape,774883,377,0.038
2005,TN,rape,5955745,2194,0.056
2005,TX,rape,22928508,8511,0.054
2005,UT,rape,2490334,920,0.041
2005,VA,rape,7564327,1763,0.036
2005,VT,rape,622387,153,0.035
2005,WA,rape,6291899,2811,0.056
2005,WI,rape,5527644,1135,0.047
2005,WV,rape,1814083,335,0.051
2005,WY,rape,508798,122,0.036
2006,AK,rape,670053,512,0.066
2006,AL,rape,4599030,1646,0.04
2006,AR,rape,2810872,1325,0.052
2006,AZ,rape,6166318,2449,0.042
2006,CA,rape,36457549,9235,0.049
2006,CO,rape,4753377,2158,0.043
2006,CT,rape,3504809,696,0.043
2006,DC,rape,581530,185,0.058
2006,DE,rape,853476,417,0.036
2006,FL,rape,18089888,6475,0.032
2006,GA,rape,9363941,2169,0.047
2006,HI,rape,1285498,353,0.026
2006,IA,rape,2982085,871,0.037
2006,ID,rape,1466465,611,0.035
2006,IL,rape,12831970,4078,0.045
2006,IN,rape,6313520,1811,0.05
2006,KS,rape,2764075,1279,0.044
2006,KY,rape,4206074,1312,0.057
2006,LA,rape,4287768,1587,0.045
2006,MA,rape,6437193,1771,0.049
2006,MD,rape,5615727,1178,0.039
2006,ME,rape,1321574,341,0.046
2006,MI,rape,10095643,5347,0.07
2006,MN,rape,5167101,1645,0.04
2006,MO,rape,5842713,1764,0.049
2006,MS,rape,2910540,1039,0.065
2006,MT,rape,944632,348,0.035
2006,NC,rape,8856505,2495,0.048
2006,ND,rape,635867,241,0.032
2006,NE,rape,1768331,577,0.031
2006,NH,rape,1314895,295,0.034
2006,NJ,rape,8724560,1201,0.047
2006,NM,rape,1954599,1073,0.042
2006,NV,rape,2495529,1092,0.041
2006,NY,rape,19306183,3168,0.045
2006,OH,rape,11478006,4770,0.054
2006,OK,rape,3579212,1488,0.04
2006,OR,rape,3700758,1219,0.053
2006,PA,rape,12440621,3611,0.046
2006,RI,rape,1067610,289,0.049
2006,SC,rape,4321249,1834,0.064
2006,SD,rape,781919,465,0.031
2006,TN,rape,6038803,2194,0.052
2006,TX,rape,23507783,8429,0.049
2006,UT,rape,2550063,891,0.03
2006,VA,rape,7642884,1829,0.031
2006,VT,rape,623908,173,0.037
2006,WA,rape,6395798,2748,0.05
2006,WI,rape,5556506,1233,0.047
2006,WV,rape,1818470,404,0.049
2006,WY,rape,515004,151,0.032
2007,AK,rape,683478,545,0.063
2007,AL,rape,4627851,1548,0.04
2007,AR,rape,2834797,1294,0.053
2007,AZ,rape,6338755,2353,0.039
2007,CA,rape,36553215,9046,0.054
2007,CO,rape,4861515,2075,0.037
2007,CT,rape,3502309,690,0.045
2007,DC,rape,588292,192,0.055
2007,DE,rape,864764,341,0.034
2007,FL,rape,18251243,6149,0.04
2007,GA,rape,9544750,2198,0.045
2007,HI,rape,1283388,377,0.028
2007,IA,rape,2988046,970,0.037
2007,ID,rape,1499402,607,0.031
2007,IL,rape,12852548,4103,0.05
2007,IN,rape,6345289,1738,0.046
2007,KS,rape,2775997,1287,0.043
2007,KY,rape,4241474,1365,0.054
2007,LA,rape,4293204,1427,0.043
2007,MA,rape,6449755,1643,0.046
2007,MD,rape,5618344,1179,0.034
2007,ME,rape,1317207,392,0.047
2007,MI,rape,10071822,4592,0.07
2007,MN,rape,5197621,1873,0.046
2007,MO,rape,5878415,1785,0.051
2007,MS,rape,2918785,1033,0.061
2007,MT,rape,957861,363,0.036
2007,NC,rape,9061032,2386,0.047
2007,ND,rape,639715,252,0.031
2007,NE,rape,1774571,550,0.03
2007,NH,rape,1315828,357,0.035
2007,NJ,rape,8685920,1032,0.043
2007,NM,rape,1969915,1028,0.038
2007,NV,rape,2565382,1096,0.045
2007,NY,rape,19297729,2928,0.046
2007,OH,rape,11466917,4661,0.056
2007,OK,rape,3617316,1565,0.041
2007,OR,rape,3747455,1276,0.052
2007,PA,rape,12432792,3443,0.044
2007,RI,rape,1057832,258,0.052
2007,SC,rape,4407709,1773,0.057
2007,SD,rape,796214,433,0.028
2007,TN,rape,6156719,2201,0.047
2007,TX,rape,23904380,8460,0.043
2007,UT,rape,2645330,935,0.026
2007,VA,rape,7712091,1793,0.03
2007,VT,rape,621254,128,0.04
2007,WA,rape,6468424,2653,0.047
2007,WI,rape,5601640,1227,0.049
2007,WV,rape,1812035,388,0.046
2007,WY,rape,522830,172,0.028
2008,AK,rape,686293,447,0.067
2008,AL,rape,4661900,1618,0.057
2008,AR,rape,2855390,1463,0.055
2008,AZ,rape,6500180,2200,0.061
2008,CA,rape,36756666,8903,0.073
2008,CO,rape,4939456,2151,0.048
2008,CT,rape,3501252,680,0.057
2008,DC,rape,591833,186,0.065
2008,DE,rape,873092,371,0.049
2008,FL,rape,18328340,5972,0.063
2008,GA,rape,9685744,2334,0.062
2008,HI,rape,1288198,363,0.043
2008,IA,rape,3002555,937,0.042
2008,ID,rape,1523816,579,0.051
2008,IL,rape,12901563,4118,0.063
2008,IN,rape,6376792,1711,0.059
2008,KS,rape,2802134,1226,0.046
2008,KY,rape,4269245,1457,0.064
2008,LA,rape,4410796,1250,0.049
2008,MA,rape,6497967,1751,0.055
2008,MD,rape,5633597,1127,0.042
2008,ME,rape,1316456,379,0.055
2008,MI,rape,10003422,4507,0.08
2008,MN,rape,5220393,1805,0.054
2008,MO,rape,5911605,1612,0.061
2008,MS,rape,2938618,958,0.066
2008,MT,rape,967440,358,0.051
2008,NC,rape,9222414,2296,0.061
2008,ND,rape,641481,331,0.032
2008,NE,rape,1783432,601,0.033
2008,NH,rape,1315809,385,0.039
2008,NJ,rape,8682661,1122,0.053
2008,NM,rape,1984356,1118,0.045
2008,NV,rape,2600167,1106,0.067
2008,NY,rape,19490297,2798,0.054
2008,OH,rape,11485910,4531,0.064
2008,OK,rape,3642361,1471,0.037
2008,OR,rape,3790060,1183,0.065
2008,PA,rape,12448279,3485,0.053
2008,RI,rape,1050788,282,0.078
2008,SC,rape,4479800,1686,0.068
2008,SD,rape,804194,562,0.031
2008,TN,rape,6214888,2078,0.066
2008,TX,rape,24326974,8055,0.048
2008,UT,rape,2736424,915,0.036
2008,VA,rape,7769089,1794,0.039
2008,VT,rape,621270,133,0.047
2008,WA,rape,6549224,2653,0.054
2008,WI,rape,5627967,1128,0.049
2008,WV,rape,1814468,389,0.044
2008,WY,rape,532668,185,0.031
2009,AK,rape,698473,513,0.077
2009,AL,rape,4708708,1504,0.11
2009,AR,rape,2889450,1378,0.079
2009,AZ,rape,6595778,2279,0.099
2009,CA,rape,36961664,8713,0.111
2009,CO,rape,5024748,2269,0.073
2009,CT,rape,3518288,657,0.079
2009,DC,rape,599657,150,0.093
2009,DE,rape,885122,395,0.083
2009,FL,rape,18537969,5501,0.104
2009,GA,rape,9829211,2323,0.099
2009,HI,rape,1295178,385,0.072
2009,IA,rape,3007856,890,0.064
2009,ID,rape,1545801,575,0.088
2009,IL,rape,12910409,3901,0.102
2009,IN,rape,6423113,1621,0.103
2009,KS,rape,2818747,1179,0.069
2009,KY,rape,4314113,1531,0.104
2009,LA,rape,4492076,1351,0.068
2009,MA,rape,6593587,1734,0.081
2009,MD,rape,5699478,1156,0.07
2009,ME,rape,1318301,375,0.081
2009,MI,rape,9969727,4524,0.137
2009,MN,rape,5266214,1789,0.078
2009,MO,rape,5987580,1606,0.093
2009,MS,rape,2951996,991,0.095
2009,MT,rape,974989,357,0.068
2009,NC,rape,9380884,2306,0.106
2009,ND,rape,646844,296,0.041
2009,NE,rape,1796619,617,0.046
2009,NH,rape,1324575,399,0.062
2009,NJ,rape,8707739,1041,0.091
2009,NM,rape,2009671,1069,0.075
2009,NV,rape,2643085,1024,0.113
2009,NY,rape,19541453,2582,0.083
2009,OH,rape,11542645,4119,0.103
2009,OK,rape,3687050,1535,0.064
2009,OR,rape,3825657,1202,0.113
2009,PA,rape,12604767,3626,0.081
2009,RI,rape,1053209,296,0.11
2009,SC,rape,4561242,1663,0.113
2009,SD,rape,812383,501,0.049
2009,TN,rape,6296254,2019,0.105
2009,TX,rape,24782302,8311,0.076
2009,UT,rape,2784572,941,0.073
2009,VA,rape,7882590,1572,0.067
2009,VT,rape,621760,132,0.066
2009,WA,rape,6664195,2583,0.091
2009,WI,rape,5654774,1118,0.086
2009,WV,rape,1819777,470,0.077
2009,WY,rape,544270,172,0.063
2010,AK,rape,714146,533,0.079
2010,AL,rape,4785401,1355,0.105
2010,AR,rape,2921588,1321,0.082
2010,AZ,rape,6413158,2191,0.104
2010,CA,rape,37338198,8331,0.122
2010,CO,rape,5047692,2230,0.087
2010,CT,rape,3575498,595,0.091
2010,DC,rape,604912,187,0.094
2010,DE,rape,899792,326,0.084
2010,FL,rape,18838613,5373,0.11
2010,GA,rape,9712157,2107,0.106
2010,HI,rape,1363359,377,0.069
2010,IA,rape,3050202,883,0.06
2010,ID,rape,1571102,533,0.09
2010,IL,rape,12841980,3066,0.104
2010,IN,rape,6490622,1760,0.104
2010,KS,rape,2859143,1146,0.071
2010,KY,rape,4347223,1438,0.102
2010,LA,rape,4545343,1230,0.08
2010,MA,rape,6555466,1784,0.083
2010,MD,rape,5785681,1228,0.076
2010,ME,rape,1327379,389,0.082
2010,MI,rape,9877143,4733,0.126
2010,MN,rape,5310658,1798,0.074
2010,MO,rape,5995715,1445,0.096
2010,MS,rape,2970072,931,0.104
2010,MT,rape,990958,332,0.073
2010,NC,rape,9560234,2002,0.109
2010,ND,rape,674629,245,0.038
2010,NE,rape,1830141,674,0.046
2010,NH,rape,1316807,411,0.058
2010,NJ,rape,8799593,981,0.095
2010,NM,rape,2065913,959,0.081
2010,NV,rape,2704283,965,0.135
2010,NY,rape,19395206,2797,0.086
2010,OH,rape,11537968,3730,0.103
2010,OK,rape,3760184,1469,0.068
2010,OR,rape,3838332,1239,0.107
2010,PA,rape,12717722,3472,0.085
2010,RI,rape,1052528,298,0.112
2010,SC,rape,4637106,1551,0.112
2010,SD,rape,816598,385,0.05
2010,TN,rape,6357436,2173,0.097
2010,TX,rape,25253466,7622,0.082
2010,UT,rape,2775479,983,0.078
2010,VA,rape,8023953,1580,0.072
2010,VT,rape,625909,141,0.061
2010,WA,rape,6742950,2579,0.1
2010,WI,rape,5691659,1191,0.087
2010,WV,rape,1854368,362,0.086
2010,WY,rape,564554,162,0.065
2011,AK,rape,723860,436,0.076
2011,AL,rape,4803689,1370,0.096
2011,AR,rape,2938582,1230,0.083
2011,AZ,rape,6467315,2499,0.095
2011,CA,rape,37683933,7665,0.117
2011,CO,rape,5116302,2285,0.084
2011,CT,rape,3586717,689,0.088
2011,DC,rape,619020,173,0.102
2011,DE,rape,908137,307,0.075
2011,FL,rape,19082262,5273,0.1
2011,GA,rape,9812460,2066,0.102
2011,HI,rape,1378129,353,0.068
2011,IA,rape,3064097,866,0.056
2011,ID,rape,1583744,444,0.083
2011,IL,rape,12859752,3030,0.097
2011,IN,rape,6516353,1758,0.091
2011,KS,rape,2870386,1122,0.065
2011,KY,rape,4366814,1499,0.094
2011,LA,rape,4574766,1262,0.078
2011,MA,rape,6607003,1654,0.073
2011,MD,rape,5839572,1200,0.073
2011,ME,rape,1328544,394,0.079
2011,MI,rape,9876801,4344,0.104
2011,MN,rape,5347299,2113,0.065
2011,MO,rape,6008984,1469,0.085
2011,MS,rape,2977457,863,0.1
2011,MT,rape,997667,366,0.07
2011,NC,rape,9651103,1959,0.103
2011,ND,rape,684740,266,0.035
2011,NE,rape,1842234,699,0.044
2011,NH,rape,1317807,581,0.054
2011,NJ,rape,8834773,1006,0.094
2011,NM,rape,2078674,856,0.075
2011,NV,rape,2720028,913,0.13
2011,NY,rape,19501616,2751,0.083
2011,OH,rape,11541007,3679,0.089
2011,OK,rape,3784163,1410,0.059
2011,OR,rape,3868229,1239,0.095
2011,PA,rape,12743948,3339,0.079
2011,RI,rape,1050646,319,0.11
2011,SC,rape,4673348,1678,0.106
2011,SD,rape,823593,503,0.047
2011,TN,rape,6399787,2095,0.09
2011,TX,rape,25631778,7486,0.078
2011,UT,rape,2814347,901,0.067
2011,VA,rape,8104384,1591,0.066
2011,VT,rape,626592,146,0.055
2011,WA,rape,6823267,2320,0.093
2011,WI,rape,5709843,1190,0.078
2011,WV,rape,1854908,372,0.081
2011,WY,rape,567356,146,0.058
2012,AK,rape,730307,583,0.071
2012,AL,rape,4817528,1296,0.079
2012,AR,rape,2949828,1233,0.076
2012,AZ,rape,6551149,2282,0.084
2012,CA,rape,37999878,7837,0.104
2012,CO,rape,5189458,2122,0.079
2012,CT,rape,3591765,933,0.083
2012,DC,rape,633427,236,0.091
2012,DE,rape,917053,249,0.072
2012,FL,rape,19320749,5260,0.085
2012,GA,rape,9915646,2143,0.092
2012,HI,rape,1390090,279,0.06
2012,IA,rape,3075039,901,0.051
2012,ID,rape,1595590,495,0.072
2012,IL,rape,12868192,3581,0.09
2012,IN,rape,6537782,1661,0.083
2012,KS,rape,2885398,1105,0.057
2012,KY,rape,4379730,1312,0.082
2012,LA,rape,4602134,1155,0.071
2012,MA,rape,6645303,1650,0.067
2012,MD,rape,5884868,1237,0.07
2012,ME,rape,1328501,372,0.075
2012,MI,rape,9882519,4635,0.091
2012,MN,rape,5379646,1638,0.056
2012,MO,rape,6024522,1527,0.07
2012,MS,rape,2986450,819,0.09
2012,MT,rape,1005494,392,0.06
2012,NC,rape,9748364,1984,0.093
2012,ND,rape,701345,279,0.031
2012,NE,rape,1855350,710,0.04
2012,NH,rape,1321617,486,0.055
2012,NJ,rape,8867749,1035,0.093
2012,NM,rape,2083540,957,0.071
2012,NV,rape,2754354,931,0.112
2012,NY,rape,19576125,2837,0.085
2012,OH,rape,11553031,3813,0.074
2012,OK,rape,3815780,1622,0.052
2012,OR,rape,3899801,1159,0.088
2012,PA,rape,12764475,3371,0.078
2012,RI,rape,1050304,292,0.104
2012,SC,rape,4723417,1712,0.092
2012,SD,rape,834047,600,0.043
2012,TN,rape,6454914,2047,0.078
2012,TX,rape,26060796,7715,0.067
2012,UT,rape,2854871,975,0.054
